SampleSet,AIN0,AIN1,AIN2,AIN3
818,1478,6454043,3185166,2057702
819,1445,6466618,3106879,2053553
820,1467,6437439,3122647,2053889
821,1477,6460804,3194222,2053286
822,1452,6441955,3200343,2059001
823,1439,6445534,3207897,2066583
824,1447,6437474,3204889,2067073
825,1463,6429619,3195926,2066896
826,1455,6441244,3191214,2065745
827,1486,6435018,3187841,2065357
828,1450,6439399,3186216,2065989
829,1434,6433670,3183580,2065848
830,1458,6424090,3114813,2064645
831,1474,6437683,3110367,2063423
832,1448,6432637,3182948,2069235
833,1437,6426094,3188796,2072318
834,1457,6431563,3197323,2143882
835,1467,6422647,3205193,2149473
836,1466,6425927,3147789,2154829
837,1439,6430569,3156035,2160073
838,1453,6436567,3162694,2099071
839,1436,6430541,3167519,2161105
840,1468,6437987,3161201,2157888
841,1442,6432904,3150215,2151744
842,1406,6427198,3210256,2149308
843,1476,6430116,3205576,2147216
844,1446,6429139,3200940,2145394
845,1442,6424253,3208126,2151867
846,1454,6431415,3148610,2157035
847,1440,6425244,3203248,2160384
848,1411,6429372,3205980,2162523
849,1509,6423652,3147217,2100586
850,1410,6428737,3153272,2103753
851,1440,6426340,3149129,2161769
852,1472,6426638,3209297,2158635
853,1441,6426536,3205016,2155858
854,1447,6429806,3202493,2154358
855,1470,6426594,3198666,2152003
856,1459,6426143,3204237,2156122
857,1470,6430462,3206451,2157053
858,1486,6424781,3147738,2161372
859,1454,6427390,3154469,2099598
860,1510,6423912,3160563,2103669
861,1427,6425503,3166356,2106954
862,1426,6429563,3162397,2104450
863,1445,6424283,3152228,2098015
864,1416,6428026,3147345,2159994
865,1453,6443715,3206896,2156220
866,1459,6485851,3201061,2152998
867,1482,6430128,3207482,2157249
868,1486,6428251,3147027,2158796
869,1445,6423579,3153926,2097873
870,1459,6357925,3159543,2102899
871,1421,6430665,3167751,2107574
872,1427,6423797,3158637,2101970
873,1452,6430238,3154562,2103280
874,1477,6431791,3210804,2098052
875,1456,6431766,3149944,2101156
876,1456,6423236,3152272,2101728
877,1449,6426860,3159126,2105471
878,1470,6429836,3165404,2108595
879,1437,6426235,3171969,2112555
880,1487,6425374,3178488,2116374
881,1489,6430867,3173377,2112294
882,1479,6423644,3166636,2103581
883,1445,6425349,3159901,2099087
884,1480,6429226,3154100,2161193
885,1443,6425568,3147626,2157837
886,1485,6424248,3207936,2154724
887,1486,6428226,3148375,2159721
888,1443,6430037,3154268,2162317
889,1429,6423704,3161331,2100661
890,1426,6486919,3167086,2104048
891,1457,6425069,3171257,2107170
892,1463,6424849,3176280,2110090
893,1452,6426640,3246049,2113088
894,1467,6423165,3174597,2108860
895,1456,6486391,3162491,2101555
896,1452,6423461,3157519,2098764
897,1467,6427749,3153468,2162241
898,1439,6428397,3148241,2159550
899,1423,6425023,3208116,2162534
900,1444,6420918,3146978,2100030
901,1444,6426411,3149188,2103353
902,1464,6429540,3155098,2106391
903,1430,6423341,3207110,2108766
904,1445,6428497,3200494,2103349
905,1474,6419810,3196542,2100655
906,1455,6429311,3194134,2104176
907,1468,6429615,3189167,2099166
908,1458,6429853,3195183,2102075
909,1462,6428533,3198504,2102573
910,1428,6423441,3206605,2105964
911,1470,6428755,3148336,2108791
912,1465,6427399,3155027,2105308
913,1469,6422624,3150846,2101962
914,1429,6429066,3207231,2098843
915,1484,6486576,3203128,2160630
916,1453,6423499,3198343,2156617
917,1466,6425057,3192641,2152714
918,1440,6423256,3188447,2149802
919,1456,6423387,3194198,2153679
920,1428,6426564,3199889,2157852
921,1474,6429039,3202702,2161724
922,1436,6424184,3210906,2100516
923,1435,6428693,3154011,2104703
924,1457,6424738,3160247,2108346
925,1455,6485535,3165294,2110382
926,1447,6427403,3169617,2106002
927,1429,6424510,3163619,2102042
928,1433,6428556,3151639,2098371
929,1482,6424154,3146517,2160841
930,1446,6424659,3207064,2157442
931,1414,6426462,3203568,2155933
932,1454,6485994,3210026,2160759
933,1451,6426188,3149788,2162239
934,1452,6425301,3154650,2162034
935,1456,6436409,3160005,2100012
936,1447,6487127,3164003,2099056
937,1453,6429275,3168262,2101848
938,1451,6456353,3207194,2097239
939,1491,6459224,3105936,2154665
940,1460,6370868,3092284,2152238
941,1504,6439789,3100428,2148270
942,1476,6393354,3105811,2072570
943,1435,6440309,3085599,2051448
944,1453,6451002,3090310,2049072
945,1470,6463936,3138120,2048492
946,1455,6358008,3141501,2055323
947,1431,6440637,3084910,2061531
948,1418,6433486,3096699,2068823
949,1466,6428935,3107325,2075344
950,1463,6463624,3113409,2145052
951,1460,6434568,3107226,2074624
952,1422,6486836,3105314,2071458
953,1472,6396331,3134423,2064867
954,1467,6447280,3081475,2071004
955,1480,6444937,3089876,2074933
956,1458,6441189,3102570,2146917
957,1428,6436787,3113405,2152341
958,1434,6427033,3111754,2149503
959,1460,6435943,3110300,2102642
960,1453,6442501,3108867,2160426
961,1446,6436097,3107029,2156906
962,1412,6437942,3105325,2153512
963,1491,6429095,3102962,2150596
964,1452,6428883,3112392,2155902
965,1459,6435546,3186982,2152732
966,1444,6432806,3113514,2148551
967,1418,6429094,3187866,2151390
968,1442,6487671,3181286,2148157
969,1427,6436883,3108866,2154621
970,1469,6432521,3114204,2156153
971,1476,6433397,3111807,2154190
972,1436,6431292,3187352,2161451
973,1416,6358620,3191179,2097889
974,1483,6424190,3197948,2100342
975,1430,6430085,3190291,2159274
976,1453,6433157,3197197,2158279
977,1453,6430906,3201385,2156668
978,1475,6431244,3191709,2162497
979,1417,6430996,3193890,2099593
980,1469,6427382,3190244,2160418
981,1439,6423253,3183922,2103152
982,1451,6429745,3187434,2103841
983,1475,6422580,3181673,2097355
984,1417,6426496,3189272,2100577
985,1431,6427502,3196858,2101261
986,1480,6424876,3189793,2161418
987,1435,6431390,3196695,2098886
988,1497,6423763,3190208,2156328
989,1436,6428832,3197241,2152404
990,1450,6426979,3204572,2158037
991,1447,6425439,3198453,2153856
992,1431,6431711,3205231,2157752
993,1429,6422791,3197283,2153011
994,1419,6424076,3203910,2156913
995,1446,6431555,3197129,2152358
996,1433,6427186,3204299,2153108
997,1454,6427799,3196231,2156456
998,1439,6487921,3190325,2152210
999,1462,6423409,3197866,2156538
1000,1456,6488025,3191138,2159178
1001,1442,6427622,3194205,2153807
1002,1469,6430189,3199513,2156801
1003,1445,6430139,3192619,2151753
1004,1483,6430044,3198835,2154701
1005,1495,6487547,3194261,2158291
1006,1431,6427058,3187982,2152759
1007,1432,6422550,3196810,2157458
1008,1430,6423344,3191503,2153041
1009,1463,6432586,3198716,2153420
1010,1435,6428781,3191246,2156596
1011,1450,6431146,3195067,2152269
1012,1469,6484973,3200500,2155726
1013,1453,6426190,3193977,2150840
1014,1435,6426131,3200591,2155056
1015,1450,6427162,3194742,2148850
1016,1454,6425436,3202681,2153412
1017,1474,6427451,3191913,2157148
1018,1456,6433093,3195356,2151787
1019,1429,6425097,3199569,2157529
1020,1439,6426229,3193116,2153071
1021,1445,6424518,3199995,2157074
1022,1438,6422766,3193436,2152637
1023,1523,6429563,3200976,2156844
1024,1433,6428758,3196485,2150771
1025,1476,6430887,3204261,2156585
1026,1473,6427794,3193790,2153589
1027,1455,6423226,3194226,2148275
1028,1443,6423054,3189868,2152286
1029,1430,6486005,3183812,2147739
1030,1486,6486537,3191543,2153877
1031,1442,6487856,3185044,2149159
1032,1460,6427487,3191719,2152752
1033,1414,6425843,3187454,2158405
1034,1442,6426363,3189961,2154019
1035,1461,6424059,3195689,2157578
1036,1472,6427751,3188735,2152423
1037,1493,6425392,3195765,2158096
1038,1455,6423522,3190297,2155921
1039,1458,6426617,3197287,2159992
1040,1431,6425451,3191810,2157489
1041,1439,6429357,3200164,2161900
1042,1465,6425580,3195100,2154827
1043,1462,6487841,3201871,2157460
1044,1428,6426036,3208166,2160592
1045,1433,6423465,3148648,2098576
1046,1504,6426269,3154284,2102054
1047,1426,6459151,3159443,2105544
1048,1468,6422567,3155395,2102019
1049,1450,6486604,3210720,2160985
1050,1426,6429799,3207571,2159205
1051,1476,6426137,3203258,2156069
1052,1475,6426848,3197963,2152801
1053,1425,6425054,3203122,2156894
1054,1443,6426137,3208543,2158978
1055,1466,6425978,3149932,2097521
1056,1446,6430053,3156015,2101558
1057,1458,6357977,3162096,2105045
1058,1494,6428367,3169173,2109900
1059,1460,6426405,3164996,2106288
1060,1474,6485570,3166556,2099526
1061,1468,6451625,3195417,2147305
1062,1455,6452124,3190769,2074372
1063,1489,6456084,3110447,2067802
1064,1453,6446494,3109095,2039941
1065,1474,6419358,3143004,2039638
1066,1467,6456288,3137980,2040273
1067,1429,6426198,3126932,2043038
1068,1445,6440802,3122276,2034464
1069,1477,6428433,3043977,2041468
1070,1420,6430060,3045255,2042286
1071,1467,6441451,3122142,2048106
1072,1449,6441066,3124757,2048473
1073,1451,6437225,3127091,2044886
1074,1455,6440511,3129664,2034719
1075,1449,6426072,3130814,2036526
1076,1461,6438195,3131589,2037254
1077,1470,6431303,3130273,2037339
1078,1462,6430478,3129872,2037996
1079,1434,6432860,3129607,2040498
1080,1449,6427991,3139349,2048174
1081,1458,6428809,3137801,2047415
1082,1489,6433830,3082421,2055013
1083,1452,6431162,3092331,2062503
1084,1457,6429883,3099271,2066165
1085,1433,6427326,3108112,2071716
1086,1465,6427478,3182176,2076163
1087,1474,6431293,3190365,2146852
1088,1436,6430697,3197708,2151456
1089,1453,6425598,3205333,2156183
1090,1493,6424890,3201752,2153443
1091,1452,6426352,3199673,2151828
1092,1439,6430587,3191327,2149392
1093,1479,6428158,3187436,2146984
1094,1489,6427556,3183152,2143897
1095,1476,6485508,3112938,2075205
1096,1433,6428056,3109583,2072619
1097,1453,6422645,3106731,2070561
1098,1463,6423940,3094004,2068472
1099,1499,6432726,3102505,2073970
1100,1474,6360063,3111233,2145574
1101,1492,6430122,3182567,2150203
1102,1439,6429436,3190692,2154643
1103,1466,6426549,3197581,2158405
1104,1439,6428741,3204438,2162128
1105,1446,6484210,3210730,2099529
1106,1490,6428398,3151929,2102526
1107,1457,6425229,3201652,2105180
1108,1466,6466890,3195968,2161971
1109,1445,6431174,3191864,2159137
1110,1434,6464351,3192079,2159692
1111,1455,6428588,3182061,2154741
1112,1463,6425898,3112252,2150914
1113,1465,6423777,3108628,2147447
1114,1446,6429404,3104803,2144209
1115,1474,6486428,3102232,2076041
1116,1467,6431845,3099925,2073943
1117,1448,6430748,3099242,2062531
1118,1447,6432743,3097950,2059469
1119,1480,6434835,3092796,2056774
1120,1437,6438808,3089389,2054936
1121,1448,6430182,3087695,2054465
1122,1436,6422859,3096131,2061145
1123,1476,6434594,3102152,2065051
1124,1465,6430536,3111671,2071199
1125,1417,6426750,3186958,2142744
1126,1451,6428933,3196711,2148823
1127,1438,6423864,3204668,2153866
1128,1446,6429561,3200836,2150857
1129,1455,6428903,3190521,2144281
1130,1427,6357776,3186486,2076633
1131,1448,6428470,3182340,2074467
1132,1444,6430697,3114168,2072820
1133,1472,6425667,3111189,2071090
1134,1449,6428562,3109750,2070604
1135,1436,6430209,3183731,2077014
1136,1456,6426163,3188047,2145282
1137,1437,6428198,3195797,2149636
1138,1448,6425235,3202905,2153734
1139,1441,6428414,3209046,2157310
1140,1441,6357802,3149914,2161340
1141,1464,6426259,3156392,2099757
1142,1457,6427864,3162182,2103880
1143,1445,6425794,3158670,2101391
1144,1426,6427248,3154017,2098382
1145,1460,6419870,3208361,2159773
1146,1454,6427797,3202645,2155743
1147,1443,6422803,3197833,2152453
1148,1459,6428390,3193515,2149683
1149,1431,6425357,3199774,2154627
1150,1432,6362547,3205930,2158562
1151,1445,6425482,3209553,2097918
1152,1461,6423847,3151986,2102264
1153,1466,6425829,3158684,2105706
1154,1411,6425520,3163768,2108476
1155,1463,6422846,3168168,2110817
1156,1439,6426428,3172927,2113669
1157,1438,6486627,3166943,2109576
1158,1431,6429036,3155686,2105569
1159,1476,6429172,3150126,2101432
1160,1463,6360493,3146115,2098624
1161,1470,6485777,3207755,2161304
1162,1438,6423734,3147687,2099696
1163,1468,6426834,3150956,2099856
1164,1480,6423707,3156651,2102717
1165,1448,6363004,3163152,2105986
1166,1421,6426802,3169080,2109382
1167,1436,6426187,3174610,2112283
1168,1460,6426886,3178621,2116374
1169,1491,6424310,3173938,2109263
1170,1439,6423623,3167987,2105214
1171,1420,6426488,3174746,2109770
1172,1449,6430015,3178239,2111758
1173,1436,6430435,3247490,2114668
1174,1472,6423586,3175415,2106529
1175,1434,6422777,3168484,2102738
1176,1424,6425773,3162071,2099047
1177,1472,6486909,3157229,2162017
1178,1477,6426341,3162900,2101414
1179,1443,6424370,3166542,2102069
1180,1465,6487745,3171139,2104462
1181,1459,6429875,3174439,2108468
1182,1466,6450215,3172746,2108094
1183,1479,6453080,3146724,2107948
1184,1486,6443306,3156921,2124785
1185,1481,6426322,3088087,2042163
1186,1448,6451884,3089911,2049289
1187,1432,6442972,3129946,2089651
1188,1455,6432065,3105303,2011978
1189,1519,6439535,3039810,2084841
1190,1419,6485402,3044097,2094191
1191,1435,6440448,3118257,2032035
1192,1467,6435491,3127637,2040705
1193,1422,6424778,3138118,2046368
1194,1448,6438019,3085426,2054630
1195,1460,6433305,3096556,2061933
1196,1466,6433137,3105719,2067640
1197,1433,6432117,3113956,2073263
1198,1487,6424551,3111692,2072039
1199,1450,6428455,3109146,2070466
1200,1456,6434957,3101670,2069291
1201,1487,6432187,3099612,2067992
1202,1442,6432401,3099315,2067984
1203,1448,6422849,3098410,2067493
1204,1441,6434772,3096259,2065869
1205,1469,6429216,3090258,2061364
1206,1430,6428503,3087982,2059923
1207,1477,6429374,3086423,2058795
1208,1448,6423213,3084162,2057143
1209,1471,6427884,3082685,2056079
1210,1467,6459620,3145116,2055331
1211,1471,6433553,3080413,2055204
1212,1429,6422599,3145555,2055019
1213,1446,6423605,3143923,2054140
1214,1450,6433152,3141496,2052823
1215,1446,6429887,3140015,2058939
1216,1438,6432639,3083370,2064855
1217,1445,6426382,3091648,2070654
1218,1418,6487916,3097671,2064118
1219,1452,6431258,3129666,2058659
1220,1473,6426234,3130720,2057616
1221,1455,6486388,3144924,2065241
1222,1448,6426326,3088532,2069860
1223,1457,6486084,3097250,2074423
1224,1453,6431423,3106230,2144614
1225,1419,6423177,3104186,2076834
1226,1434,6425305,3102738,2074623
1227,1488,6425348,3095789,2072876
1228,1445,6421691,3094693,2071839
1229,1423,6358833,3093744,2070124
1230,1491,6428166,3091618,2067778
1231,1461,6423003,3088603,2065416
1232,1460,6427182,3086835,2063436
1233,1433,6487239,3094677,2068957
1234,1482,6424086,3102345,2074475
1235,1489,6424884,3107483,2144460
1236,1427,6487775,3182551,2149576
1237,1457,6428055,3192412,2145452
1238,1448,6424875,3139376,2145060
1239,1453,6487675,3084234,2147905
1240,1449,6427195,3093563,2150799
1241,1468,6423532,3103190,2154400
1242,1476,6430350,3111851,2157432
1243,1456,6422640,3185485,2160684
1244,1466,6424675,3193824,2098825
1245,1443,6488036,3202788,2103024
1246,1435,6428030,3200474,2099514
1247,1457,6424862,3197008,2161194
1248,1461,6421130,3186701,2156660
1249,1452,6427134,3181745,2151958
1250,1474,6487964,3112907,2149042
1251,1435,6427659,3109435,2145976
1252,1462,6426608,3107377,2143324
1253,1517,6431855,3105031,2075943
1254,1456,6427237,3114260,2147520
1255,1442,6424345,3186834,2151965
1256,1441,6423496,3192628,2152771
1257,1442,6424124,3199380,2156028
1258,1451,6427430,3205683,2159721
1259,1439,6428469,3146341,2098001
1260,1481,6486934,3153249,2101900
1261,1437,6486659,3159457,2105796
1262,1469,6431546,3155619,2102779
1263,1458,6423418,3151619,2161643
1264,1435,6483910,3145977,2154929
1265,1473,6424165,3205650,2151274
1266,1439,6425145,3199386,2147746
1267,1496,6487242,3195070,2145624
1268,1470,6484278,3190639,2143016
1269,1466,6427876,3186783,2075550
1270,1474,6426619,3183613,2073802
1271,1452,6427681,3191847,2145926
1272,1472,6485412,3198435,2148532
1273,1457,6425674,3205876,2152836
1274,1454,6425832,3211246,2156624
1275,1443,6358202,3151441,2160467
1276,1483,6487636,3157675,2098347
1277,1487,6484999,3163693,2102658
1278,1470,6363051,3168393,2105942
1279,1475,6422836,3174197,2110013
1280,1480,6425272,3179990,2113937
1281,1446,6423358,3174052,2109729
1282,1446,6423830,3161364,2100548
1283,1475,6358359,3153827,2160872
1284,1443,6430122,3148966,2157711
1285,1494,6424601,3209152,2154575
1286,1462,6425398,3149417,2159584
1287,1438,6424116,3154066,2098554
1288,1449,6425971,3159057,2101516
1289,1443,6431279,3167179,2106374
1290,1469,6425814,3172640,2109855
1291,1429,6428551,3175542,2111132
1292,1437,6426967,3178673,2113333
1293,1432,6417924,3172751,2109056
1294,1448,6423449,3161046,2104723
1295,1432,6424764,3155365,2100992
1296,1431,6426233,3151354,2098952
1297,1454,6427043,3148255,2097721
1298,1453,6364660,3154792,2101594
1299,1451,6487547,3158057,2101484
1300,1442,6423246,3162326,2103499
1301,1444,6431549,3168409,2107331
1302,1468,6392072,3171089,2100892
1303,1483,6454544,3173224,2099532
1304,1458,6461809,3167950,2154389
1305,1470,6360734,3172669,2161701
1306,1456,6445366,3161879,2098518
1307,1476,6460481,3202663,2150769
1308,1430,6441431,3187769,2103489
1309,1464,6445320,3182627,2099935
1310,1472,6435885,3109697,2158166
1311,1472,6482668,3098652,2150912
1312,1458,6435210,3091821,2147613
1313,1438,6433285,3091619,2146163
1314,1430,6438565,3093086,2145164
1315,1458,6438270,3091674,2076792
1316,1466,6436237,3088440,2072732
1317,1427,6425194,3086754,2077230
1318,1460,6436762,3084562,2071903
1319,1479,6437271,3083096,2069531
1320,1478,6436442,3082427,2068131
1321,1445,6428476,3081823,2067342
1322,1455,6423145,3083526,2067817
1323,1470,6424410,3083835,2066670
1324,1480,6431305,3082490,2064104
1325,1450,6430402,3144838,2061534
1326,1445,6429790,3087604,2067031
1327,1467,6486158,3095734,2039405
1328,1460,6433226,3103762,2047140
1329,1443,6432039,3096993,2054246
1330,1431,6431353,3105219,2061318
1331,1454,6432414,3181141,2068646
1332,1450,6430075,3189891,2074414
1333,1453,6429344,3196674,2144479
1334,1476,6428497,3203055,2148839
1335,1460,6425954,3209546,2153224
1336,1430,6424399,3149775,2157776
1337,1438,6422955,3156597,2161949
1338,1471,6431273,3162853,2100707
1339,1483,6428990,3160312,2099146
1340,1425,6423003,3156569,2162242
1341,1459,6485228,3211109,2155008
1342,1438,6423702,3204733,2150827
1343,1442,6423669,3209248,2154335
1344,1454,6486957,3150467,2157639
1345,1473,6428390,3157477,2162107
1346,1433,6424954,3163695,2100639
1347,1470,6428198,3170794,2105470
1348,1472,6428837,3177626,2110264
1349,1496,6425507,3248327,2113196
1350,1431,6426594,3175596,2108114
1351,1442,6358291,3162078,2099654
1352,1430,6429368,3155388,2147894
1353,1463,6426082,3163683,2152286
1354,1450,6423511,3169029,2157623
1355,1448,6428247,3163574,2155393
1356,1430,6429876,3169666,2161110
